"grid_id","grouping"
100132629,"flat_states"
100132630,"flat_states"
100132631,"flat_states"
100132632,"flat_states"
100132633,"flat_states"
100132634,"flat_states"
100132635,"flat_states"
100132636,"flat_states"
100132637,"flat_states"
100132638,"flat_states"
100132639,"flat_states"
100132640,"flat_states"
100132641,"flat_states"
100132642,"flat_states"
100132643,"flat_states"
100132644,"flat_states"
100132645,"flat_states"
100132646,"flat_states"
100132647,"flat_states"
100132649,"flat_states"
100132650,"flat_states"
100132651,"flat_states"
100132652,"flat_states"
100132653,"flat_states"
100132654,"flat_states"
100132655,"flat_states"
100132656,"flat_states"
100132657,"flat_states"
100132658,"flat_states"
100132776,"flat_states"
100132777,"flat_states"
100132778,"flat_states"
100132779,"flat_states"
100132780,"flat_states"
100132781,"flat_states"
100132782,"flat_states"
100132783,"flat_states"
100132784,"flat_states"
100132785,"flat_states"
100132786,"flat_states"
100132787,"flat_states"
100132788,"flat_states"
100132789,"flat_states"
100132790,"flat_states"
100132791,"flat_states"
100132792,"flat_states"
100132793,"flat_states"
100132796,"flat_states"
100132797,"flat_states"
100132798,"flat_states"
100132799,"flat_states"
100132800,"flat_states"
100132801,"flat_states"
100132802,"flat_states"
100132803,"flat_states"
100132804,"flat_states"
100132805,"flat_states"
100132806,"flat_states"
100132807,"flat_states"
100132808,"flat_states"
100132809,"flat_states"
100132810,"flat_states"
100132811,"flat_states"
100132812,"flat_states"
100132813,"flat_states"
100133113,"flat_states"
100133114,"flat_states"
100133115,"flat_states"
100133116,"flat_states"
100133117,"flat_states"
100133118,"flat_states"
100133119,"flat_states"
100133120,"flat_states"
100133121,"flat_states"
100133122,"flat_states"
100133123,"flat_states"
100133124,"flat_states"
100133125,"flat_states"
100133126,"flat_states"
100133127,"flat_states"
100133128,"flat_states"
100133129,"flat_states"
100133130,"flat_states"
100133131,"flat_states"
100133132,"flat_states"
100133133,"flat_states"
100133695,"flat_states"
100133696,"flat_states"
100133697,"flat_states"
100133698,"flat_states"
100133699,"flat_states"
100133700,"flat_states"
100133701,"flat_states"
100133702,"flat_states"
100133703,"flat_states"
100133704,"flat_states"
100134423,"flat_states"
100134424,"flat_states"
100134425,"flat_states"
100134426,"flat_states"
100134427,"flat_states"
100134428,"flat_states"
100134429,"flat_states"
100134430,"flat_states"
100134431,"flat_states"
100134432,"flat_states"
100134433,"flat_states"
100134434,"flat_states"
100134435,"flat_states"
100134436,"flat_states"
100134437,"flat_states"
100134438,"flat_states"
100134439,"flat_states"
100134440,"flat_states"
100134441,"flat_states"
100134442,"flat_states"
100134611,"flat_states"
100134612,"flat_states"
100134613,"flat_states"
100134614,"flat_states"
100134615,"flat_states"
100134616,"flat_states"
100134617,"flat_states"
100134618,"flat_states"
100134619,"flat_states"
100134620,"flat_states"
100134621,"flat_states"
100134622,"flat_states"
100134623,"flat_states"
100134624,"flat_states"
100134625,"flat_states"
100134626,"flat_states"
100134627,"flat_states"
100134628,"flat_states"
100134629,"flat_states"
100134630,"flat_states"
100134631,"flat_states"
100134632,"flat_states"
100134633,"flat_states"
100134634,"flat_states"
100134635,"flat_states"
100134636,"flat_states"
100134637,"flat_states"
100134638,"flat_states"
100134639,"flat_states"
100134640,"flat_states"
100134641,"flat_states"
100134642,"flat_states"
100134643,"flat_states"
100219317,"flat_states"
100219318,"flat_states"
100219319,"flat_states"
100219320,"flat_states"
100219321,"flat_states"
100219322,"flat_states"
100219348,"flat_states"
100219349,"flat_states"
100219350,"flat_states"
100219351,"flat_states"
100219352,"flat_states"
100219353,"flat_states"
100219354,"flat_states"
100219355,"flat_states"
100219356,"flat_states"
100219357,"flat_states"
100219358,"flat_states"
100219359,"flat_states"
100219360,"flat_states"
100219361,"flat_states"
100219362,"flat_states"
100219363,"flat_states"
100219364,"flat_states"
100219365,"flat_states"
100219366,"flat_states"
100219367,"flat_states"
100219368,"flat_states"
100219369,"flat_states"
100219370,"flat_states"
100219371,"flat_states"
100219372,"flat_states"
100219373,"flat_states"
100219374,"flat_states"
100219375,"flat_states"
100219376,"flat_states"
100219377,"flat_states"
100219378,"flat_states"
100219379,"flat_states"
100219380,"flat_states"
100219381,"flat_states"
100219382,"flat_states"
100219383,"flat_states"
100222392,"flat_states"
100222393,"flat_states"
100222394,"flat_states"
100222395,"flat_states"
100222396,"flat_states"
100222397,"flat_states"
100222398,"flat_states"
100222399,"flat_states"
100222400,"flat_states"
100222401,"flat_states"
100222402,"flat_states"
100222403,"flat_states"
100222404,"flat_states"
100222405,"flat_states"
100222406,"flat_states"
100222407,"flat_states"
100222408,"flat_states"
100222409,"flat_states"
100222410,"flat_states"
100222411,"flat_states"
100222412,"flat_states"
100222413,"flat_states"
100222414,"flat_states"
100222415,"flat_states"
100222416,"flat_states"
100222417,"flat_states"
100222419,"flat_states"
100222420,"flat_states"
100222421,"flat_states"
100222422,"flat_states"
